 0.500000,  9491.431521, 43.796212 
 0.515000,  9209.539121, 42.249096 
 0.530000,  8924.568517, 39.998996 
 0.545000,  8662.956208, 38.021561 
 0.560000,  8417.696709, 36.060342 
 0.575000,  8185.732942, 34.368986 
 0.590000,  7965.698164, 32.424490 
 0.605000,  7756.034765, 30.558404 
 0.620000,  7556.729891, 28.522599 
 0.635000,  7365.952809, 26.865916 
 0.650000,  7185.127763, 25.201894 
 0.665000,  7011.406599, 23.763711 
 0.680000,  6847.660643, 21.803853 
 0.695000,  6687.626112, 20.323029 
 0.710000,  6538.738849, 18.491126 
 0.725000,  6389.555743, 17.429709 
 0.740000,  6252.553408, 16.019889 
 0.755000,  6119.017582, 14.196529 
 0.770000,  5988.764097, 12.856581 
 0.785000,  5865.778792, 11.995427 
 0.800000,  5745.530278, 10.742794 
 0.815000,  5631.101807, 10.056988 
 0.830000,  5519.394476, 9.070767 
 0.845000,  5412.297470, 7.984761 
 0.860000,  5308.960466, 7.216903 
 0.875000,  5209.165750, 6.146933 
 0.890000,  5112.629230, 5.097069 
 0.905000,  5019.317881, 4.289457 
 0.920000,  4929.020959, 3.371951 
 0.935000,  4841.635153, 2.599441 
 0.950000,  4757.029299, 1.905577 
 0.965000,  4675.149093, 1.374310 
 0.980000,  4595.988414, 1.203817 
 0.995000,  4519.232434, 1.121417 
 1.010000,  4444.775665, 1.060528 
 1.025000,  4372.518229, 1.011810 
 1.040000,  4302.366603, 0.970352 
 1.055000,  4234.232151, 0.934040 
 1.070000,  4168.031588, 0.901792 
 1.085000,  4103.685582, 0.872855 
