0.001000,  131.028117, 1.035553 
 0.003000,  109.164477, 0.759755 
 0.005000,  86.860813, 0.521508 
 0.007000,  66.736516, 0.336408 
 0.009000,  50.619495, 0.204604 
 0.011000,  40.576721, 0.088266 
 0.013000,  33.630137, 0.030311 
 0.015000,  28.580242, 0.022270 
 0.017000,  24.760334, 0.018071 
 0.019000,  21.782524, 0.015301 
 0.021000,  19.409068, 0.013301 
 0.023000,  17.478973, 0.011772 
 0.025000,  15.880873, 0.010564 
 0.027000,  14.546352, 0.009584 
 0.029000,  13.412972, 0.008775 
 0.031000,  12.445732, 0.008094 
 0.033000,  11.610367, 0.007516 
 0.035000,  10.882687, 0.007019 
 0.037000,  10.246154, 0.006588 
 0.039000,  9.686238, 0.006212 
 0.041000,  9.189503, 0.005880 
 0.043000,  8.746911, 0.005587 
 0.045000,  8.350607, 0.005325 
 0.047000,  7.994282, 0.005092 
 0.049000,  7.673458, 0.004881 
 0.051000,  7.383087, 0.004691 
 0.053000,  7.119067, 0.004519 
 0.055000,  6.878231, 0.004363 
 0.057000,  6.657856, 0.004220 
 0.059000,  6.455536, 0.004090 
 0.061000,  6.269994, 0.003970 
 0.063000,  6.099369, 0.003860 
 0.065000,  5.941470, 0.003758 
 0.067000,  5.795042, 0.003664 
 0.069000,  5.658785, 0.003577 
 0.071000,  5.533232, 0.003496 
 0.073000,  5.415947, 0.003421 
 0.075000,  5.306077, 0.003351 
 0.077000,  5.203605, 0.003286 
 0.079000,  5.108135, 0.003224 
 0.081000,  5.017979, 0.003167 
 0.083000,  4.933580, 0.003114 
 0.085000,  4.854591, 0.003063 
 0.087000,  4.779330, 0.003016 
 0.089000,  4.709443, 0.002970 
 0.091000,  4.642819, 0.002928 
 0.093000,  4.580008, 0.002888 
 0.095000,  4.520737, 0.002851
 0.097000,  4.464181, 0.002815 
 0.099000,  4.411155, 0.002781 
 0.101000,  4.360148, 0.002749 
 0.103000,  4.312383, 0.002718 
 0.105000,  4.266350, 0.002690 
 0.107000,  4.222988, 0.002662 
 0.109000,  4.181450, 0.002636 
 0.111000,  4.141722, 0.002611 
 0.113000,  4.104271, 0.002586 
 0.115000,  4.067481, 0.002564 
 0.117000,  4.033768, 0.002542 
 0.119000,  4.000532, 0.002521 
 0.121000,  3.968957, 0.002501 
 0.123000,  3.939049, 0.002482 
 0.125000,  3.909517, 0.002464 
 0.127000,  3.882139, 0.002446 
 0.129000,  3.855610, 0.002429 
 0.131000,  3.829377, 0.002413 
 0.133000,  3.805292, 0.002398 
 0.135000,  3.781790, 0.002382 
 0.137000,  3.758518, 0.002369 
 0.139000,  3.736918, 0.002355 
 0.141000,  3.716147, 0.002341 
 0.143000,  3.695552, 0.002328 
 0.145000,  3.675690, 0.002316 
 0.147000,  3.657391, 0.002304 
 0.149000,  3.639227, 0.002292 
 0.151000,  3.621195, 0.002282 
 0.153000,  3.604382, 0.002271 
 0.155000,  3.588438, 0.002261 
 0.157000,  3.572594, 0.002250 
 0.159000,  3.556848, 0.002241 
 0.161000,  3.542193, 0.002232 
 0.163000,  3.528359, 0.002223 
 0.165000,  3.514599, 0.002214 
 0.167000,  3.500911, 0.002205 
 0.169000,  3.487622, 0.002197 
 0.171000,  3.475687, 0.002190 


